,index,ML-MSE,ML-Corr,ML-R2
0,['INFLATION'],10.556674143897041,0.44666532278715515,-9.034344819761724
1,['OUTPUT_GAP'],5.441690095928342,0.5002697158599307,-4.172442956988915
2,['DTB3'],0.019849010868704577,0.9960136068356891,0.9811330901500901
3,['PCEND'],4.104786506063744,-0.5318334394115356,-2.9016874682222134
4,['PCEDG'],4.966398493085813,-0.4435876203977292,-3.7206681112515065
5,['T10Y3M'],12.633031866424702,0.7478892173374032,-11.007967295270511
6,['UMCSENT'],9.482580316434952,0.0375124663984268,-8.01339563760258
7,['UNRATE'],12.078305996146481,0.5983567690227913,-10.480688477440177
8,['TEDRATE'],8.433999880589342,-0.027098502290416236,-7.016697480483305
9,['BAAFF'],8.723139029038684,0.7426854728797498,-7.291530432309356
10,['WM2NS'],32.15629563823475,-0.39925256700783074,-29.565247554485314
11,['CFNAI'],13.207992845927421,-0.0059509028056042865,-11.55448001770531
12,['TCU'],5.140090347510993,0.4986501173026879,-3.885765938079258
13,['AHETPI'],5.3800732524742925,-0.5197327488567377,-4.1138748279081625
14,['PCE'],4.693899064767629,-0.6005219071184997,-3.461651569710024
15,['AWHNONAG'],6.056345024838385,0.015281561605166676,-4.75668562828659
16,['PPIACO'],3.1662582364318688,-0.41956186765508063,-2.009596251593638
17,['DFF'],0.02005506920891494,0.9926026977337904,0.9809372272854725
18,['MICH'],12.769642763447495,0.11047513231104274,-11.137818878087067
19,['VIXCLS'],11.701016973185896,0.051006709495119686,-10.12206718237196
20,['WILL5000INDFC'],11.024199119081183,-0.3916315562898053,-9.478737319606036
21,['USEPUINDXD'],10.248952603948117,0.07784254971298624,-8.741848906917745
22,['DGS3'],0.31137543661106276,0.9049036515952031,0.7040309801391805
23,['DEXCHUS'],11.629106756878,-0.6034727036970464,-10.053714981985609
24,['DEXJPUS'],7.570883638955435,0.52822706548677,-6.196287011235437
25,['GDP'],4.66324474372557,-0.6080130326652701,-3.4325139811704055
26,['PCEND_chg12'],11.887237450719514,0.07680163717981606,-10.299073733734852
27,['PCEDG_chg12'],13.351465062872265,-0.17145307591946923,-11.690853432026573
28,['UNRATE_chg12'],19.096523570580896,0.14428904208249965,-17.151654560323326
29,['PCE_chg12'],14.222734913447553,0.14253467301257375,-12.519014081163302
30,['WM2NS_chg12'],8.768815864227054,0.5184635768936982,-7.334947242216337
31,['GDP_chg12'],12.752476446385199,0.305305037675701,-11.121501926143637
32,['USEPUINDXD_chg12'],10.615522441858738,-0.023483996800371904,-9.0902813870702
33,['WILL5000INDFC_chg12'],12.259654756030514,-0.4763004184799879,-10.653064356860929
34,['DTB3_chg'],10.737666311575795,0.015665793609137047,-9.206381750655787
35,['UMCSENT_chg'],10.753910477560074,-0.06793901085737036,-9.221822178253898
36,['TEDRATE_chg'],10.768802326606883,-0.05654783833405061,-9.235977199646303
37,['BAAFF_chg'],10.680811193477671,-0.20722839776384186,-9.152339743486825
38,['TCU_chg'],10.691342413837976,0.03961205498238858,-9.162349893940252
39,['AHETPI_chg'],15.335197535333656,0.07010085045238586,-13.576433623998652
40,['AWHNONAG_chg'],10.7209732175066,0.06167375437047101,-9.190514607300237
41,['PPIACO_chg'],10.77511202035682,-0.188296430479536,-9.241974698662656
42,['DFF_chg'],10.530536524108097,-0.02929572662659702,-9.009500452477571
43,['MICH_chg'],10.75941077262648,0.10140221856329437,-9.227050326490211
44,['VIXCLS_chg'],10.78664532972312,-0.019302733534091992,-9.252937356173623
45,['WILL5000INDFC_chg'],10.786682668805232,-0.04483833422975865,-9.252972847770698
46,['DGS3_chg'],10.685088379029008,0.05872077254928517,-9.156405299939095
47,['DEXCHUS_chg'],10.674097853763538,0.10108898594288926,-9.145958570338392
48,['DEXJPUS_chg'],10.997043004600735,-0.08135283600515927,-9.452924851308975
